"Date","RegionID","RegionName","State","Metro","County","City","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2016-05-31,61639,"10025","NY","New York","New York","New York",0,1065700,-0.0193245605963007,-0.014791531848017,0.0790805994329688,0.074312731187588,0.0368531547903146,"2016-03","2016-Q1",1096800,-0.0283552151714077,"2015-08"
2016-05-31,84654,"60657","IL","Chicago","Cook","Chicago",1,311400,-0.000321027287319422,0.00516462233699161,0.0087463556851312,0.0284854762650355,-0.00284514047388285,"2007-09","2007-Q3",324300,-0.0397779833487512,"2005-06"
2016-05-31,61637,"10023","NY","New York","New York","New York",2,1060600,-0.00590495829037398,-0.0413088673958239,0.0298087192931353,0.0455114334328282,0.0246097686443141,"2015-09","2015-Q3",1129300,-0.0608341450456035,"2015-07"
2016-05-31,84616,"60614","IL","Chicago","Cook","Chicago",3,381500,0.00447604002106372,0.0138187616263619,0.0671328671328671,0.0276285214082319,-0.000678977852880513,"2007-09","2007-Q3",398100,-0.0416980658126099,"2005-12"
2016-05-31,93144,"79936","TX","El Paso","El Paso","El Paso",4,111100,0.000900900900900901,0.00816696914700544,-0.00448028673835125,-0.00548900019947363,0.00301985441828889,"2007-12","2007-Q4",131000,-0.151908396946565,"2006-07"
2016-05-31,61616,"10002","NY","New York","New York","New York",5,920600,-0.033490813648294,-0.0227176220806794,0.183290488431877,0.115791120288711,0.0532825623363178,"2016-03","2016-Q1",962400,-0.0434330839567747,"2015-11"
2016-05-31,91733,"77084","TX","Houston","Harris","Houston",6,152300,0.00994694960212202,0.0248990578734859,0.0832147937411095,0.0689934164442791,0.020031882618669,"2016-05","2016-Q2",152300,0,"2016-05"
2016-05-31,84640,"60640","IL","Chicago","Cook","Chicago",7,194800,0.00154241645244216,0.00464156781846313,0.00723888314374354,0.01290818614328,-0.0178735182627144,"2007-02","2007-Q1",237600,-0.18013468013468,"2002-10"
2016-05-31,97564,"94109","CA","San Francisco","San Francisco","San Francisco",8,1110400,-0.00573065902578797,-0.0111318906403063,0.0412603150787697,0.10791244947828,0.0349452474450584,"2016-02","2016-Q1",1122900,-0.0111318906403063,"2016-01"
2016-05-31,62037,"11226","NY","New York","Kings","New York",9,578700,0.0195560253699789,0.0675152185943553,0.129832096837173,0.0990395470887597,0.0397738840243418,"2016-05","2016-Q2",578700,0,"2016-05"
2016-05-31,90668,"75070","TX","Dallas-Fort Worth","Collin","McKinney",10,289000,0.00382077110107676,0.0151036178433439,0.0897435897435897,0.0887625572101896,0.0400735627324058,"2016-05","2016-Q2",289000,0,"2016-05"
2016-05-31,91940,"77449","TX","Houston","Harris","Cypress",11,154100,0.0078482668410726,0.016490765171504,0.0852112676056338,0.0740803604204185,0.0182540989796025,"2016-05","2016-Q2",154100,0,"2016-05"
2016-05-31,71831,"32162","FL","The Villages","Sumter","The Villages",12,244900,-0.00163065633917652,-0.00528025995125914,-0.00608766233766234,0.046624350607503,0.00379377580360374,"2007-01","2007-Q1",253700,-0.0346866377611352,"2006-09"
2016-05-31,62045,"11235","NY","New York","Kings","New York",13,473700,0.00937566588536118,0.0331515812431843,0.104453252506412,0.0352818867137399,0.0234217934390282,"2016-05","2016-Q2",473700,0,"2016-05"
2016-05-31,84646,"60647","IL","Chicago","Cook","Chicago",14,295300,0.00203596878181201,0.00819392284055992,0.0442008486562942,0.043562829233766,-0.00478204337082599,"2006-08","2006-Q3",310000,-0.0474193548387097,"2005-11"
2016-05-31,96107,"90250","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Hawthorne",15,524900,0.00536295728787589,0.0200155460551885,0.07782340862423,0.0794796270889,-0.00233215922872987,"2006-11","2006-Q4",541500,-0.0306555863342567,"2005-11"
2016-05-31,74242,"37211","TN","Nashville","Davidson","Nashville",16,195800,0.00668380462724936,0.0256678889470927,0.186666666666667,0.0740349751292162,0.0334516653475956,"2016-05","2016-Q2",195800,0,"2016-05"
2016-05-31,74101,"37013","TN","Nashville","Davidson","Nashville",17,163900,0.00428921568627451,0.0167493796526055,0.128011011699931,0.0525033002573163,0.0130284589641447,"2016-05","2016-Q2",163900,0,"2016-05"
2016-05-31,84620,"60618","IL","Chicago","Cook","Chicago",18,332500,0.00180777342573064,0.00941105039465695,0.0562261753494282,0.0488931042719418,-0.00423069467746817,"2006-11","2006-Q4",351100,-0.0529763600113928,"2005-12"
2016-05-31,61703,"10128","NY","New York","New York","New York",19,1047200,-0.00513015390461714,0.0181818181818182,0.174122659490974,0.0510289749372699,,"2016-04","2016-Q2",1052600,-0.00513015390461714,"2016-03"
2016-05-31,61625,"10011","NY","New York","New York","New York",20,1512900,-0.0207133147776555,-0.0352633592653998,0.139918625678119,0.128667540032802,0.0642577427170092,"2015-12","2015-Q4",1593200,-0.0504017072558373,"2015-09"
2016-05-31,69816,"28269","NC","Charlotte","Mecklenburg","Charlotte",21,164100,0.00551470588235294,0.0117139334155364,0.04923273657289,0.0375169150933086,0.00637255846700069,"2016-05","2016-Q2",164100,0,"2016-05"
2016-05-31,93123,"79912","TX","El Paso","El Paso","El Paso",22,168000,-0.00237529691211401,-0.0029673590504451,0.00840336134453781,-0.00306681880503989,-0.000356443075516966,"2007-12","2007-Q4",189600,-0.113924050632911,"2006-05"
2016-05-31,71067,"30349","GA","Atlanta","Clayton","Riverdale",23,102700,0.0118226600985222,0.0426395939086294,0.164399092970522,0.0964758924399751,-0.0317457291648088,"2006-04","2006-Q2",142100,-0.277269528501056,"2000-02"
2016-05-31,96027,"90046","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",24,1233600,0.000973709834469328,0.00891469698208882,0.0594297492270697,0.100998944279084,0.0224492050683709,"2016-05","2016-Q2",1233600,0,"2016-05"
2016-05-31,97771,"94565","CA","San Francisco","Contra Costa","Pittsburg",25,344500,0.00642711072158925,0.0210432720806165,0.0967844635466412,0.149701294553716,-0.0297990496340835,"2006-07","2006-Q3",468100,-0.264046143986328,"2004-06"
2016-05-31,61617,"10003","NY","New York","New York","New York",26,1233400,-0.0405289770517308,-0.0856931060044477,-0.0239772097808024,0.0873342897411034,0.0445956620827437,"2016-02","2016-Q1",1349000,-0.0856931060044477,"2015-05"
2016-05-31,90654,"75052","TX","Dallas-Fort Worth","Dallas","Grand Prairie",27,168600,0.00536672629695885,0.0205811138014528,0.107025607353907,0.0609917495283778,0.0187625069882364,"2016-05","2016-Q2",168600,0,"2016-05"
2016-05-31,84615,"60613","IL","Chicago","Cook","Chicago",28,197000,-0.00202634245187437,0.00510204081632653,-0.00202634245187437,0.0160771980909746,-0.0172323282432036,"2008-01","2008-Q1",241900,-0.185613890037205,"2001-11"
2016-05-31,66843,"21234","MD","Baltimore","Baltimore","Parkville",29,198600,0.00151285930408472,0.00353713996968166,0.0242392986075297,0.0116771278781285,-0.00904941522039993,"2007-07","2007-Q3",225900,-0.120849933598938,"2005-10"
2016-05-31,91685,"77036","TX","Houston","Harris","Houston",30,101800,-0.0220941402497598,0.00394477317554241,0.00792079207920792,0.0714267933709243,0.0172461363520553,"2015-09","2015-Q3",105800,-0.0378071833648393,"2015-08"
2016-05-31,66133,"20009","DC","Washington","District of Columbia","Washington",31,529100,0.00551121246674268,0.00934757726058756,0.0313840155945419,0.0463226994642985,0.0154481620856866,"2016-05","2016-Q2",529100,0,"2016-05"
2016-05-31,84630,"60629","IL","Chicago","Cook","Chicago",32,146600,0.00894700619408121,0.0323943661971831,0.0755685986793837,0.0340521859353631,-0.0444526794155637,"2006-08","2006-Q3",233500,-0.372162740899358,"2002-10"
2016-05-31,62020,"11209","NY","New York","Kings","New York",33,565300,0.00748529673854928,0.00676758682101514,0.0710496400151573,0.0358140701406848,0.0089908905635625,"2004-08","2004-Q3",643500,-0.121522921522922,
2016-05-31,84627,"60625","IL","Chicago","Cook","Chicago",34,270300,0.00371333085777943,0.0180790960451977,0.0786113328012769,0.0271638222386592,-0.0107329842629189,"2007-10","2007-Q4",310300,-0.128907508862391,"2004-10"
2016-05-31,70829,"30044","GA","Atlanta","Gwinnett","Lawrenceville",35,154400,0.00586319218241042,0.0259136212624585,0.0942593905031892,0.0805806906209026,-0.00485485601980373,"2006-12","2006-Q4",164700,-0.0625379477838494,"2004-07"
2016-05-31,62040,"11230","NY","New York","Kings","New York",36,701200,0.00415294286123443,-0.00355265027710672,0.0310248492868696,0.058099524948289,0.0132859060393764,"2015-12","2015-Q4",715000,-0.0193006993006993,"2015-09"
2016-05-31,61803,"10463","NY","New York","Bronx","New York",37,407500,0.00369458128078818,0.0190047511877969,0.0809018567639257,0.00670965927520784,-0.0169149725066067,"2008-11","2008-Q4",554600,-0.265236206274793,"2005-10"
2016-05-31,86026,"63376","MO","St. Louis","Saint Charles","Saint Peters",38,177100,0.0056785917092561,0.0195739781232009,0.0792199878123096,0.032674478320168,-0.00283501772943739,"2007-03","2007-Q1",186800,-0.0519271948608137,"2005-08"
2016-05-31,66126,"20002","DC","Washington","District of Columbia","Washington",39,570300,0.00387255764830136,0.0122470713525027,0.107163657542225,0.0979682067724079,0.0411062363530934,"2016-05","2016-Q2",570300,0,"2016-05"
2016-05-31,62023,"11212","NY","New York","Kings","New York",40,328900,0.00889570552147239,0.0138717632552404,0.0769482645710544,0.017751570443304,-0.00639719068362787,"2007-03","2007-Q1",374200,-0.121058257616248,"2006-03"
2016-05-31,74126,"37042","TN","Clarksville","Montgomery","Clarksville",41,123700,0,0.00161943319838057,0.0248550124275062,0.0118921571404063,0.0228342325238957,"2015-12","2015-Q4",124200,-0.00402576489533011,"2015-11"
2016-05-31,62012,"11201","NY","New York","Kings","New York",42,974600,0.0134137464905896,0.0288187480206904,0.0628135223555071,0.105292400663817,,"2016-05","2016-Q2",974600,0,"2016-05"
2016-05-31,90823,"75287","TX","Dallas-Fort Worth","Dallas","Dallas",43,294100,0.0092656142759094,0.0322920322920323,0.12638835695136,0.067154298415923,0.0309641760165256,"2016-05","2016-Q2",294100,0,"2016-05"
2016-05-31,94748,"85032","AZ","Phoenix","Maricopa","Phoenix",44,220400,0.00869565217391304,0.0236878773803994,0.119918699186992,0.121007318119021,-0.0158567752419705,"2006-04","2006-Q2",259500,-0.150674373795761,"2005-07"
2016-05-31,62025,"11214","NY","New York","Kings","New York",45,571100,0.00175407823188914,0.00669839591045302,0.0972142170989433,0.048305505450088,0.0163501327045426,"2016-05","2016-Q2",571100,0,"2016-05"
2016-05-31,91922,"77429","TX","Houston","Harris","Cypress",46,224800,-0.00266193433895297,0.00852400179452669,0.0485074626865672,0.060611420209852,0.0277924531120584,"2016-04","2016-Q2",225400,-0.00266193433895297,"2016-03"
2016-05-31,92481,"78521","TX","Brownsville","Cameron","Brownsville",47,64300,0.0110062893081761,0.0321027287319422,0.00783699059561128,0.0069870246110697,0.00846852749642157,"2014-03","2014-Q1",67800,-0.051622418879056,"2012-10"
2016-05-31,67732,"23464","VA","Virginia Beach","Virginia Beach City","Virginia Beach",48,241900,0.00290215588723051,0.00833680700291788,0.0138306789606035,0.0083924298267315,-0.00874190555389542,"2007-03","2007-Q1",266200,-0.0912847483095417,"2005-09"
2016-05-31,70874,"30096","GA","Atlanta","Gwinnett","Duluth",49,183900,0.00163398692810458,0.017146017699115,0.0894549763033175,0.0639322070163053,0.00142491561385416,"2006-08","2006-Q3",184500,-0.0032520325203252,"2006-07"
2016-05-31,97711,"94501","CA","San Francisco","Alameda","Alameda",50,849300,-0.00117605550982006,0.00117882824472474,0.0788871951219512,0.104240646225855,0.0228576142777577,"2016-03","2016-Q1",851100,-0.00211491011632006,"2016-03"
2016-05-31,70828,"30043","GA","Atlanta","Gwinnett","Lawrenceville",51,193400,0.00311203319502075,0.0173592845870594,0.0620538165842943,0.0666051268928123,-0.000103353840952058,"2007-09","2007-Q3",196700,-0.0167768174885613,"2006-05"
2016-05-31,84621,"60619","IL","Chicago","Cook","Chicago",52,126300,0.00959232613908873,0.024330900243309,0.0403624382207578,0.00498256756225879,-0.0268453045797455,"2007-09","2007-Q3",176800,-0.285633484162896,"2003-08"
2016-05-31,60545,"07030","NJ","New York","Hudson","Hoboken",53,691300,0.00231984920980136,0.0100818234950321,0.0810007818608288,0.0830031386751569,0.0319202111658268,"2016-05","2016-Q2",691300,0,"2016-05"
2016-05-31,97565,"94110","CA","San Francisco","San Francisco","San Francisco",54,1211700,-0.00842880523731588,-0.0171952307567524,0.0253003892367575,0.113014403967326,0.0411608408646607,"2016-02","2016-Q1",1232900,-0.0171952307567524,"2015-11"
2016-05-31,92271,"78130","TX","San Antonio","Comal","New Braunfels",55,182700,0.0071664829106946,0.0218120805369128,0.0900954653937947,0.0448686206499118,0.0250897764551412,"2016-05","2016-Q2",182700,0,"2016-05"
2016-05-31,72442,"33139","FL","Miami-Fort Lauderdale","Miami-Dade","Miami Beach",56,391500,-0.00203925567167984,-0.004070211142203,0.0445570971184632,0.116947283028314,0.0092676545753021,"2016-03","2016-Q1",394600,-0.00785605676634567,"2016-02"
2016-05-31,96015,"90034","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",57,977400,0.00400616332819723,0.0167481535420784,0.14049008168028,0.0880689387685749,0.0216827230233156,"2016-05","2016-Q2",977400,0,"2016-05"
2016-05-31,90795,"75243","TX","Dallas-Fort Worth","Dallas","Dallas",58,160400,0.00753768844221105,0.0288646568313021,0.177679882525697,0.067146847120549,0.0242701134845476,"2016-05","2016-Q2",160400,0,"2016-05"
2016-05-31,77007,"44107","OH","Cleveland","Cuyahoga","Lakewood",59,139400,-0.00428571428571429,-0.00923951670220327,0.0520754716981132,0.0326720221059891,0.0036593862880272,"2016-02","2016-Q1",140700,-0.00923951670220327,"2016-01"
2016-05-31,72463,"33160","FL","Miami-Fort Lauderdale","Miami-Dade","Sunny Isles Beach",60,347300,0.00637496377861489,0.0101803374054683,0.0470304492010853,0.113925000397825,-0.0108418614075164,"2006-08","2006-Q3",402300,-0.136713895103157,"2005-09"
2016-05-31,96025,"90044","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",61,344600,0.00730780473545747,0.0231591448931116,0.0929273707580082,0.094999453205906,-0.0137071176509581,"2007-04","2007-Q2",430900,-0.200278486887909,"2005-09"
2016-05-31,62088,"11377","NY","New York","Queens","New York",62,399500,-0.00893078640535847,-0.00745341614906832,0.069611780455154,0.0464265375913513,0.0239512518465523,"2004-10","2004-Q4",432600,-0.0765141007859454,"2004-02"
2016-05-31,89925,"73099","OK","Oklahoma City","Canadian","Yukon",63,157500,0.000635324015247776,0.00832266325224072,0.0227272727272727,0.0340826860257006,0.0289467163944375,"2016-05","2016-Q2",157500,0,"2016-05"
2016-05-31,62044,"11234","NY","New York","Kings","New York",64,500100,0.00341091492776886,0.00867285195643405,0.0900174367916304,0.0305216060683982,-0.000119896902895822,"2006-07","2006-Q3",508300,-0.0161322053905174,"2006-05"
2016-05-31,69823,"28277","NC","Charlotte","Mecklenburg","Charlotte",65,307500,0.0026084121291164,0.00819672131147541,0.0530821917808219,0.0533742876287069,0.0201040174342599,"2016-05","2016-Q2",307500,0,"2016-05"
2016-05-31,96193,"90650","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Norwalk",66,416100,0.00386007237635706,0.018106190359677,0.0677444187836797,0.0768926627262616,-0.0130477308147502,"2006-11","2006-Q4",482700,-0.137973896830329,"2005-07"
2016-05-31,72578,"33411","FL","Miami-Fort Lauderdale","Palm Beach","Royal Palm Beach",67,249000,0.00565428109854604,0.0204918032786885,0.0802603036876356,0.107270044023624,-0.0262855867858088,"2006-03","2006-Q1",327700,-0.240158681721086,"2004-12"
2016-05-31,76953,"44035","OH","Cleveland","Lorain","Elyria",68,87300,0.00344827586206897,0.0151162790697674,0.0368171021377672,-0.00496526460389757,-0.0264172735489263,"2006-09","2006-Q3",114500,-0.237554585152838,"1999-01"
2016-05-31,96239,"90805","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Long Beach",69,388200,0.00988553590010406,0.0316237044910975,0.0925978046721081,0.0896576139652048,-0.0132071723499343,"2006-09","2006-Q3",458900,-0.154064066245369,"2005-06"
2016-05-31,84619,"60617","IL","Chicago","Cook","Chicago",70,106400,0.00188323917137476,-0.00838769804287046,0.0390625,-0.0196509049750075,-0.0364245523893676,"2007-03","2007-Q1",163900,-0.350823672971324,"2002-03"
2016-05-31,65810,"19143","PA","Philadelphia","Philadelphia","Philadelphia",71,64600,-0.00920245398773006,-0.0107197549770291,-0.0197268588770865,-0.00874418271821864,0.00427855008099054,"2010-06","2010-Q2",75900,-0.148880105401845,"2006-08"
2016-05-31,96990,"92683","CA","Los Angeles-Long Beach-Anaheim","Orange","Westminster",72,573700,0,0.00490453669644421,0.0394999094038775,0.06726921691531,-0.0109692566523051,"2006-06","2006-Q2",641700,-0.105968521115786,"2005-07"
2016-05-31,67730,"23462","VA","Virginia Beach","Virginia Beach City","Virginia Beach",73,190700,0.0010498687664042,0.0010498687664042,0.00846113167636171,0.00478745296076322,-0.00549364133555363,"2007-09","2007-Q3",213900,-0.108461898083216,"2005-10"
2016-05-31,90665,"75067","TX","Dallas-Fort Worth","Denton","Lewisville",74,196500,0.00769230769230769,0.0234375,0.0996082820369334,0.0635528416419888,0.0316447587077493,"2016-05","2016-Q2",196500,0,"2016-05"
2016-05-31,79054,"48197","MI","Ann Arbor","Washtenaw","Ypsilanti",75,177400,-0.00448933782267116,-0.0100446428571429,0.0404692082111437,0.0649685175592003,-0.0111254616630614,"2005-07","2005-Q3",201300,-0.11872826626925,"2001-07"
2016-05-31,95048,"85710","AZ","Tucson","Pima","Tucson",76,148800,0.00134589502018843,0.00949796472184532,0.0412876137158852,0.0280153179958833,-0.0313909803681878,"2006-05","2006-Q2",204700,-0.273082559843674,"2004-10"
2016-05-31,62018,"11207","NY","New York","Kings","New York",77,344700,0.00612959719789842,-0.00375722543352601,0.0213333333333333,0.0326117117052109,-0.00274318440944443,"2007-12","2007-Q4",372400,-0.0743823845327605,"2006-04"
2016-05-31,92617,"78704","TX","Austin","Travis","Austin",78,482800,-0.00103455410717981,0.00688216892596455,0.0548394144636225,0.0956351482213229,0.0676870444406059,"2016-04","2016-Q2",483300,-0.00103455410717981,"2016-03"
2016-05-31,98325,"95630","CA","Sacramento","Sacramento","Folsom",79,477400,0.00526426616129712,0.0172597485616876,0.0832766054004992,0.0765826538145518,-0.00739825526962301,"2006-01","2006-Q1",528700,-0.0970304520522035,"2005-03"
2016-05-31,96545,"91910","CA","San Diego","San Diego","Chula Vista",80,461700,0.00829875518672199,0.0239520958083832,0.0940758293838863,0.0892556562607976,-0.0167205316937211,"2006-05","2006-Q2",546500,-0.155169258920403,"2004-07"
2016-05-31,61148,"08701","NJ","New York","Ocean","Lakewood Township",81,299900,0.00536372779081462,0.0245985650837035,0.102573529411765,0.0423754811601487,-0.00571795427660415,"2006-03","2006-Q1",319100,-0.0601692259479787,"2005-05"
2016-05-31,61790,"10314","NY","New York","Richmond","New York",82,421700,0.00764635603345281,0.0183530548176769,0.0513587634006482,0.0247918677366761,0.00102544201745514,"2006-11","2006-Q4",427000,-0.0124121779859485,"2006-08"
2016-05-31,96007,"90026","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",83,773100,0.00637854725331945,0.0298388171040362,0.118489583333333,0.111261014152563,0.0216406131896807,"2016-05","2016-Q2",773100,0,"2016-05"
2016-05-31,87074,"66062","KS","Kansas City","Johnson","Olathe",84,215300,0.00372960372960373,0.0213472485768501,0.0390926640926641,0.031581960479663,0.0130066346740478,"2016-05","2016-Q2",215300,0,"2016-05"
2016-05-31,95306,"87111","NM","Albuquerque","Bernalillo","Albuquerque",85,230500,0.000868432479374729,0.00479511769834351,0.00567190226876091,0.0076337964817188,-0.00171899338048298,"2007-09","2007-Q3",262100,-0.120564669973293,"2006-05"
2016-05-31,62026,"11215","NY","New York","Kings","New York",86,1033400,0.00721247563352826,0.042469484515283,0.152190879696733,0.10622792499694,0.061024035773652,"2016-05","2016-Q2",1033400,0,"2016-05"
2016-05-31,97764,"94558","CA","Napa","Napa","Napa",87,562200,0.00572450805008945,0.0257252326217843,0.121484141232795,0.0969884518662114,-0.0089201764887239,"2006-02","2006-Q1",621200,-0.0949774629748873,"2005-01"
2016-05-31,99534,"98052","WA","Seattle","King","Redmond",88,637800,0.0146356983773465,0.0552614162806089,0.145062836624776,0.0966006266628532,0.0303224352585831,"2016-05","2016-Q2",637800,0,"2016-05"
2016-05-31,92654,"78745","TX","Austin","Travis","Austin",89,249300,0.00931174089068826,0.0404841402337229,0.0829713292788879,0.0939826132370409,0.0598537736489586,"2016-05","2016-Q2",249300,0,"2016-05"
2016-05-31,60081,"06010","CT","Hartford","Hartford","Bristol",90,171400,0,0.00527859237536657,0.00116822429906542,-0.0101831176575918,-0.020617683059308,"2007-04","2007-Q2",219100,-0.217708808763122,"2004-04"
2016-05-31,71864,"32210","FL","Jacksonville","Duval","Jacksonville",91,102900,0.0108055009823183,0.0341708542713568,0.142064372918979,0.0464543905589785,-0.0275043964681294,"2007-05","2007-Q2",145400,-0.292297111416781,"2004-11"
2016-05-31,92336,"78240","TX","San Antonio","Bexar","San Antonio",92,153900,0.00130123617436565,0.010505581089954,0.062111801242236,0.034967527040807,0.0171766749474667,"2016-05","2016-Q2",153900,0,"2016-05"
2016-05-31,64180,"15601","PA","Pittsburgh","Westmoreland","Greensburg",93,137600,0.00291545189504373,0.00511322132943755,0.0169992609016999,0.0156825849813318,0.011444382535639,"2016-05","2016-Q2",137600,0,"2016-05"
2016-05-31,70810,"30024","GA","Atlanta","Gwinnett","Suwanee",94,299400,0.00672494956287828,0.0187138482477033,0.0662393162393162,0.0604070699173049,0.00719017984964809,"2016-05","2016-Q2",299400,0,"2016-05"
2016-05-31,58669,"02169","MA","Boston","Norfolk","Quincy",95,350800,0.000570450656018254,-0.00340909090909091,0.0366430260047281,0.0395907546911505,0.00263176717282487,"2016-02","2016-Q1",352000,-0.00340909090909091,"2016-01"
2016-05-31,72363,"33025","FL","Miami-Fort Lauderdale","Broward","Miramar",96,189300,0.0106780565936999,0.0316076294277929,0.120781527531083,0.129658170609199,-0.0297713304846396,"2006-09","2006-Q3",264000,-0.282954545454545,"2005-04"
2016-05-31,84612,"60610","IL","Chicago","Cook","Chicago",97,249600,-0.0027966440271674,-0.00319488817891374,-0.0269005847953216,0.0202441862771849,-0.00782545271419544,"2008-03","2008-Q1",283100,-0.118332744613211,"2005-01"
2016-05-31,71005,"30281","GA","Atlanta","Henry","Stockbridge",98,136200,0.00442477876106195,0.0194610778443114,0.0957361222847948,0.053410302981223,-0.0123358880925314,"2006-12","2006-Q4",157900,-0.137428752374921,"2002-06"
2016-05-31,94820,"85225","AZ","Phoenix","Maricopa","Chandler",99,219000,0.00550964187327824,0.0181311018131102,0.0911808669656203,0.112694184522707,-0.0148719144424238,"2006-03","2006-Q1",257600,-0.149844720496894,"2005-07"
2016-05-31,95804,"89108","NV","Las Vegas","Clark","Las Vegas",100,149700,0.00267916945746818,0.00537273337810611,0.0895196506550218,0.149775646345222,-0.0495709756913779,"2006-11","2006-Q4",249000,-0.398795180722892,"2004-02"
2016-05-31,62032,"11221","NY","New York","Kings","New York",101,918100,0.0215867363970179,0.0500972206336498,0.180077120822622,0.195030180233796,,"2016-05","2016-Q2",918100,0,"2016-05"
2016-05-31,98304,"95608","CA","Sacramento","Sacramento","Carmichael",102,353800,0.00255029753471238,0.0128829086744918,0.0561194029850746,0.0772318999680544,-0.0197259206725033,"2005-12","2005-Q4",445100,-0.205122444394518,"2004-07"
2016-05-31,94890,"85308","AZ","Phoenix","Maricopa","Glendale",103,253700,0.00634668782229274,0.0213365539452496,0.0754557015684612,0.0945348349953947,-0.020786002401846,"2006-01","2006-Q1",317300,-0.200441222817523,"2005-05"
2016-05-31,97431,"93722","CA","Fresno","Fresno","Fresno",104,207100,0.00729571984435798,0.0237271379139891,0.0631416837782341,0.0773361309486356,-0.0387563189697144,"2006-04","2006-Q2",307600,-0.326723016905071,"2004-06"
2016-05-31,76491,"43055","OH","Columbus","Licking","Newark",105,136000,-0.0285714285714286,-0.0704032809295967,-0.133205863607393,0.0808404695528668,0.0337342580466098,"2015-08","2015-Q3",165800,-0.179734620024125,"2015-02"
2016-05-31,65133,"17603","PA","Lancaster","Lancaster","Lancaster Township",106,140700,0.00285103349964362,0.0107758620689655,0.0406804733727811,0.00770888233442668,0.00451674639514144,"2010-02","2010-Q1",144000,-0.0229166666666667,"2010-01"
2016-05-31,72347,"33009","FL","Miami-Fort Lauderdale","Broward","Hallandale",107,191200,0.0100369783412573,0.0307277628032345,0.112274578243165,0.101339399758037,-0.0328414785433349,"2006-01","2006-Q1",273000,-0.2996336996337,"2004-12"
2016-05-31,79040,"48180","MI","Detroit","Wayne","Taylor",108,80200,0.00375469336670839,0.00880503144654088,0.135977337110482,0.0706805233148875,-0.0399746387899449,"2005-08","2005-Q3",123200,-0.349025974025974,"1998-09"
2016-05-31,72362,"33024","FL","Miami-Fort Lauderdale","Broward","Pembroke Pines",109,214100,0.00469263256687001,0.0234225621414914,0.140649973361747,0.115061996065978,-0.0264082262570359,"2006-06","2006-Q2",280000,-0.235357142857143,"2005-03"
2016-05-31,84613,"60611","IL","Chicago","Cook","Chicago",110,295200,-0.0120481927710843,-0.027027027027027,-0.126885536823425,0.0039765412480588,-0.00177788381374522,"2009-04","2009-Q2",345400,-0.145338737695426,"2005-08"
2016-05-31,63776,"14850","NY","Ithaca","Tompkins","Ithaca",111,237700,0.00592467202708421,0.0149444918872758,0.0206097037355088,0.0368060023503456,0.0294027482267352,"2016-05","2016-Q2",237700,0,"2016-05"
2016-05-31,93203,"80013","CO","Denver","Arapahoe","Aurora",112,279300,0.01085776330076,0.0394491998511351,0.140465496120866,0.110202294703695,0.0339608478701716,"2016-05","2016-Q2",279300,0,"2016-05"
2016-05-31,66705,"20906","MD","Washington","Montgomery","Silver Spring",113,312700,0.00160153747597694,0.00449726951493736,0.0340608465608466,0.040906017169178,-0.0224977660338447,"2007-03","2007-Q1",393900,-0.206143691292206,"2004-11"
2016-05-31,95309,"87114","NM","Albuquerque","Bernalillo","Albuquerque",114,184900,0.0021680216802168,0.00543773790103317,0.0221116639027087,0.00294636273307347,-0.00914908161793793,"2007-08","2007-Q3",226100,-0.182220256523662,"2005-11"
2016-05-31,96047,"90066","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",115,1178100,0.00890639719105935,0.0387056956445071,0.123605150214592,0.118260852810117,0.0358061415167683,"2016-05","2016-Q2",1178100,0,"2016-05"
2016-05-31,62085,"11373","NY","New York","Queens","New York",116,331100,0.0156441717791411,0.0544585987261147,-0.0258899676375405,0.0277142973159334,,"2015-07","2015-Q3",344700,-0.0394545982013345,"2014-09"
2016-05-31,62093,"11385","NY","New York","Queens","New York",117,554100,0.015951595159516,0.0478441754916793,0.120299231702386,0.0547816237822409,0.00894289389911074,"2016-05","2016-Q2",554100,0,"2016-05"
2016-05-31,76971,"44060","OH","Cleveland","Lake","Mentor",118,156800,0.00319897632757518,0.0142302716688228,0.0481283422459893,0.0176017801528829,-0.0098982752121537,"2006-06","2006-Q2",173200,-0.0946882217090069,"2002-12"
2016-05-31,74156,"37075","TN","Nashville","Sumner","Hendersonville",119,240100,0.00628667225481978,0.0203994900127497,0.0864253393665158,0.0441003422952386,0.0253096747183654,"2016-05","2016-Q2",240100,0,"2016-05"
2016-05-31,76511,"43081","OH","Columbus","Franklin","Westerville",120,181200,0.00332225913621262,0.0185497470489039,0.0646298472385429,0.032528812676496,0.004583666149373,"2016-05","2016-Q2",181200,0,"2016-05"
